n,Karatsuba
8209,72793617
8210,72796733
8211,72704196
8212,72705590
8213,72733962
8214,72665902
8215,72766762
8216,72780743
8217,72744417
8218,72823547
8219,72864998
8220,72764425
8221,72910385
8222,72872542
8223,72932197
8224,72874592
8225,72893247
8226,72949663
8227,72947285
8228,73006858
8229,73032606
8230,73017723
8231,73063807
8232,73090949
8233,73008908
8234,72984759
8235,73103454
8236,73113130
8237,73159337
8238,73063561
8239,73180165
8240,73138673
8241,73243961
8242,73163355
8243,73135721
8244,73207307
8245,73251751
8246,73271144
8247,73254744
8248,73325018
8249,73279262
8250,73277376
8251,73295703
8252,73292177
8253,73325428
8254,73378031
8255,73367371
8256,73330471
8257,73420261
8258,73368847
8259,73427149
8260,73466714
8261,73455357
8262,73523376
8263,73467083
8264,73522638
8265,73508288
8266,73472085
8267,73564786
8268,73551215
8269,73601194
8270,73616897
8271,73606237
8272,73539325
8273,73669541
8274,73617266
8275,73630878
8276,73690902
8277,73603285
8278,73605048
8279,73690738
8280,73695166
8281,73753550
8282,73761627
8283,73717757
8284,73780118
8285,73818412
8286,73829482
8287,73813574
8288,73856460
8289,73926365
8290,73849941
8291,73839281
8292,73917181
8293,73918698
8294,73881429
8295,73929440
8296,73950350
8297,73900904
8298,73909227
8299,73932966
8300,73988521
8301,73985282
8302,74082616
8303,74022674
8304,74102378
8305,74011645
8306,74109840
8307,74080443
8308,74109389
8309,74117425
8310,74070562
8311,74098073
8312,74232758
8313,74192783
8314,74259695
8315,74127675
8316,74172857
8317,74150430
8318,74184378
8319,74278842
8320,74315988
8321,74281753
8322,74280318
8323,74298809
8324,74225911
8325,74413076
8326,74301105
8327,74349034
8328,74455019
8329,74424884
8330,74428697
8331,74467524
8332,74365311
8333,74438496
8334,74526482
8335,74486466
8336,74410739
8337,74479414
8338,74496429
8339,74486917
8340,74553132
8341,74600200
8342,74617215
8343,74498930
8344,74592369
8345,74599708
8346,74584743
8347,74619101
8348,74658010
8349,74676091
8350,74653541
8351,74655099
8352,74701347
8353,74771170
8354,74800321
8355,74731892
8356,74718977
8357,74758829
8358,74744684
8359,74780682
8360,74750752
8361,74784659
8362,74815942
8363,74792080
8364,74880517
8365,74860345
8366,74894129
8367,74918524
8368,74850751
8369,74899623
8370,74890726
8371,74938860
8372,74969159
8373,75020983
8374,74904297
8375,75008601
8376,74938040
8377,74993882
8378,75037588
8379,74981746
8380,75063582
8381,75081868
8382,75034759
8383,75076005
8384,75113315
8385,75102122
8386,75121023
8387,75105566
8388,75205401
8389,75193675
8390,75198554
8391,75171084
8392,75205155
8393,75205729
8394,75197529
8395,75249476
8396,75311263
8397,75293633
8398,75248082
8399,75288057
8400,75300029
8401,75307942
8402,75339348
8403,75369155
8404,75351279
8405,75412287
8406,75364522
8407,75410524
8408,75475509
8409,75419093
8410,75497157
8411,75423316
8412,75480265
8413,75478543
8414,75504373
8415,75435821
8416,75505398
8417,75499535
8418,75521634
8419,75570916
8420,75591170
8421,75580674
8422,75572228
8423,75643199
8424,75655376
8425,75608144
8426,75738565
8427,75665380
8428,75676368
8429,75713637
8430,75781492
8431,75665380
8432,75767019
8433,75834546
8434,75748159
8435,75784649
8436,75873455
8437,75825772
8438,75810233
8439,75830569
8440,75852176
8441,75961195
8442,75920154
8443,75797810
8444,75854964
8445,75848076
8446,75927944
8447,75948731
8448,75985303
8449,75901745
8450,76012445
8451,75995799
8452,75995717
8453,75997685
8454,76019538
8455,76055905
8456,76046106
8457,76089812
8458,76074109
8459,76137823
8460,76116585
8461,76138725
8462,76117487
8463,76096126
8464,76212238
8465,76234870
8466,76228269
8467,76182308
8468,76223759
8469,76205760
8470,76196658
8471,76227039
8472,76283373
8473,76324291
8474,76318879
8475,76290507
8476,76367013
8477,76280462
8478,76318920
8479,76328268
8480,76404282
8481,76376484
8482,76380953
8483,76374311
8484,76425438
8485,76472957
8486,76463650
8487,76528512
8488,76560984
8489,76484478
8490,76486610
8491,76569881
8492,76484601
8493,76549135
8494,76551718
8495,76574719
8496,76585584
8497,76516745
8498,76588126
8499,76665698
8500,76633964
8501,76670085
8502,76713586
8503,76681442
8504,76666108
8505,76690298
8506,76663074
8507,76649872
8508,76739949
8509,76719121
8510,76711413
8511,76657908
8512,76696735
8513,76833880
8514,76800219
8515,76805180
8516,76835397
8517,76883982
8518,76815266
8519,76916413
8520,76893863
8521,76847164
8522,76899562
8523,76856553
8524,76898824
8525,76942899
8526,76920554
8527,76965900
8528,76938102
8529,76977749
8530,77052451
8531,77004809
8532,77043267
8533,77068318
8534,77004932
8535,77053066
8536,77046096
8537,77064300
8538,77079511
8539,77053230
8540,77135722
8541,77087793
8542,77193040
8543,77156509
8544,77087178
8545,77197714
8546,77146956
8547,77265610
8548,77144537
8549,77163274
8550,77203618
8551,77216123
8552,77265241
8553,77271678
8554,77354908
8555,77322764
8556,77271022
8557,77351382
8558,77335269
8559,77414030
8560,77300911
8561,77364789
8562,77411201
8563,77406609
8564,77461262
8565,77512389
8566,77433628
8567,77444698
8568,77455153
8569,77493488
8570,77553881
8571,77509314
8572,77526657
8573,77502303
8574,77513660
8575,77584631
8576,77485657
8577,77585984
8578,77586517
8579,77656996
8580,77718947
8581,77613618
8582,77658472
8583,77707467
8584,77683646
8585,77736577
8586,77834649
8587,77695372
8588,77736413
8589,77701399
8590,77706032
8591,77798692
8592,77795125
8593,77835182
8594,77855928
8595,77859495
8596,77900208
8597,77853181
8598,77802095
8599,77838995
8600,77899798
8601,77901602
8602,77951335
8603,77928006
8604,77979830
8605,77950638
8606,77923168
8607,77967366
8608,78005906
8609,78050350
8610,78102707
8611,78078763
8612,78086102
8613,78123945
8614,78054983
8615,78166503
8616,78142067
8617,78133662
8618,78155146
8619,78160312
8620,78160435
8621,78216933
8622,78203075
8623,78182985
8624,78251414
8625,78145101
8626,78242722
8627,78271340
8628,78290733
8629,78257564
8630,78226978
8631,78308691
8632,78312258
8633,78267527
8634,78377735
8635,78305903
8636,78339400
8637,78398891
8638,78406107
8639,78405697
8640,78496840
8641,78397292
8642,78552149
8643,78472527
8644,78484540
8645,78522588
8646,78562727
8647,78554855
8648,78556126
8649,78540833
8650,78555347
8651,78647884
8652,78602743
8653,78614920
8654,78571542
8655,78614346
8656,78651246
8657,78626646
8658,78752557
8659,78731811
8660,78719552
8661,78702660
8662,78690688
8663,78781052
8664,78691180
8665,78706145
8666,78806267
8667,78811351
8668,78889497
8669,78820084
8670,78860182
8671,78840789
8672,78825619
8673,78798682
8674,78897984
8675,78972686
8676,78858542
8677,78937672
8678,78958049
8679,78916352
8680,79033325
8681,79026273
8682,79001550
8683,78977155
8684,78998311
8685,79053579
8686,79049643
8687,79044108
8688,79085436
8689,79062968
8690,79107658
8691,79114833
8692,79205361
8693,79178383
8694,79188510
8695,79145583
8696,79176292
8697,79262884
8698,79234184
8699,79231847
8700,79249477
8701,79227419
8702,79232503
8703,79231970
8704,79232216
8705,79234430
8706,79285147
8707,79247878
8708,79359111
8709,79393715
8710,79392034
8711,79420078
8712,79428237
8713,79412534
8714,79387770
8715,79515526
8716,79503267
8717,79450705
8718,79467638
8719,79614459
8720,79505399
8721,79541438
8722,79581044
8723,79555378
8724,79579650
8725,79657181
8726,79578912
8727,79655336
8728,79628522
8729,79612327
8730,79722125
8731,79674565
8732,79640371
8733,79674237
8734,79745044
8735,79690227
8736,79755909
8737,79734179
8738,79785429
8739,79840574
8740,79902443
8741,79809127
8742,79843690
8743,79809701
8744,79850947
8745,79840164
8746,79931881
8747,79884280
8748,79978498
8749,79914374
8750,79972389
8751,79922287
8752,79901377
8753,79962426
8754,79972266
8755,79978047
8756,80009494
8757,80037784
8758,80007157
8759,80020687
8760,80091207
8761,80071691
8762,80116791
8763,80142375
8764,80093831
8765,80115110
8766,80174478
8767,80128927
8768,80132125
8769,80149427
8770,80219209
8771,80220562
8772,80206868
8773,80243604
8774,80280504
8775,80247950
8776,80263653
8777,80230033
8778,80366153
8779,80322160
8780,80296781
8781,80344628
8782,80448973
8783,80414205
8784,80348359
8785,80369761
8786,80370007
8787,80436427
8788,80398584
8789,80488702
8790,80492351
8791,80463651
8792,80506004
8793,80409736
8794,80520026
8795,80488333
8796,80537533
8797,80535155
8798,80588906
8799,80578861
8800,80601411
8801,80617319
8802,80682837
8803,80721541
8804,80690545
8805,80635154
8806,80729536
8807,80620025
8808,80708462
8809,80736096
8810,80716334
8811,80743312
8812,80777096
8813,80839826
8814,80746018
8815,80790298
8816,80797637
8817,80779146
8818,80853315
8819,80844008
8820,80954913
8821,80853110
8822,80938595
8823,80890461
8824,80887919
8825,80945278
8826,80965737
8827,80875209
8828,80908173
8829,80958849
8830,80964220
8831,81073280
8832,81029369
8833,80945032
8834,81061923
8835,80988205
8836,81052534
8837,81114403
8838,81117068
8839,81176559
8840,81059996
8841,81068729
8842,81164382
8843,81143431
8844,81180577
8845,81149745
8846,81215222
8847,81224939
8848,81195624
8849,81295951
8850,81187998
8851,81253270
8852,81271720
8853,81254254
8854,81338386
8855,81336213
8856,81249867
8857,81308333
8858,81338099
8859,81352408
8860,81395089
8861,81332236
8862,81398369
8863,81362412
8864,81358763
8865,81392301
8866,81475654
8867,81442813
8868,81370694
8869,81433547
8870,81475859
8871,81506773
8872,81507675
8873,81531701
8874,81486232
8875,81631044
8876,81490168
8877,81598982
8878,81583197
8879,81592012
8880,81568724
8881,81581967
8882,81611979
8883,81678563
8884,81685451
8885,81680777
8886,81706033
8887,81709231
8888,81751953
8889,81746049
8890,81737234
8891,81712019
8892,81795331
8893,81803162
8894,81847073
8895,81784876
8896,81789714
8897,81756709
8898,81851829
8899,81839160
8900,81868598
8901,81867778
8902,81849000
8903,81852731
8904,81943833
8905,81993853
8906,81967941
8907,81997379
8908,81960889
8909,82001274
8910,82050105
8911,82048547
8912,82052811
8913,82053016
8914,82012631
8915,82068268
8916,82111359
8917,82058182
8918,82168964
8919,82128702
8920,82168267
8921,82150063
8922,82163019
8923,82145676
8924,82195901
8925,82236491
8926,82216565
8927,82295572
8928,82197295
8929,82253383
8930,82374046
8931,82329356
8932,82341082
8933,82356785
8934,82388232
8935,82307339
8936,82349364
8937,82361377
8938,82435095
8939,82357113
8940,82387781
8941,82453176
8942,82506845
8943,82432799
8944,82484008
8945,82446288
8946,82505656
8947,82605901
8948,82574864
8949,82617176
8950,82600366
8951,82603564
8952,82587779
8953,82633576
8954,82607787
8955,82640505
8956,82645343
8957,82671255
8958,82680439
8959,82779003
8960,82706966
8961,82710943
8962,82789827
8963,82805858
8964,82776666
8965,82797863
8966,82793025
8967,82811188
8968,82830704
8969,82796264
8970,82835583
8971,82828203
8972,82866333
8973,82920904
8974,82948128
8975,82940461
8976,82901101
8977,82963052
8978,82981666
8979,83006758
8980,83009587
8981,82995442
8982,83029226
8983,83032137
8984,83105855
8985,83058992
8986,83129348
8987,83148454
8988,83102452
8989,83166863
8990,83169446
8991,83116187
8992,83124961
8993,83126068
8994,83150914
8995,83197162
8996,83255259
8997,83207945
8998,83245009
8999,83224222
9000,83243533
9001,83305279
9002,83283057
9003,83293430
9004,83353454
9005,83367066
9006,83407738
9007,83363909
9008,83418849
9009,83380719
9010,83408230
9011,83440989
9012,83471780
9013,83420120
9014,83455544
9015,83518151
9016,83529180
9017,83529098
9018,83564768
9019,83587892
9020,83586293
9021,83571287
9022,83585145
9023,83581701
9024,83563251
9025,83627170
9026,83623480
9027,83575592
9028,83645743
9029,83626719
9030,83656813
9031,83711630
9032,83652713
9033,83672475
9034,83704824
9035,83711138
9036,83819009
9037,83781166
9038,83750252
9039,83782642
9040,83769317
9041,83890308
9042,83878131
9043,83895146
9044,83902362
9045,83925486
9046,83921181
9047,83870423
9048,83944100
9049,83961402
9050,83982927
9051,83971119
9052,84001951
9053,84016137
9054,84045124
9055,84023271
9056,84040368
9057,84098588
9058,84072799
9059,84067100
9060,84035325
9061,84040655
9062,84152626
9063,84097317
9064,84182679
9065,84168575
9066,84138768
9067,84171158
9068,84208140
9069,84183417
9070,84219456
9071,84224048
9072,84215315
9073,84288705
9074,84224540
9075,84296987
9076,84322489
9077,84344793
9078,84313551
9079,84304613
9080,84393050
9081,84352091
9082,84336101
9083,84428802
9084,84355576
9085,84427121
9086,84451393
9087,84390385
9088,84445571
9089,84543684
9090,84478207
9091,84608054
9092,84566234
9093,84570088
9094,84551351
9095,84613220
9096,84621215
9097,84643396
9098,84619698
9099,84688086
9100,84677139
9101,84618017
9102,84642945
9103,84707848
9104,84725437
9105,84752333
9106,84717237
9107,84776810
9108,84777589
9109,84779926
9110,84833226
9111,84830971
9112,84829208
9113,84808175
9114,84857334
9115,84948600
9116,84888002
9117,84920105
9118,84930560
9119,84914898
9120,84952003
9121,84971724
9122,85012929
9123,84954463
9124,85026787
9125,84939211
9126,84951224
9127,85012109
9128,85058316
9129,85059423
9130,85037734
9131,85153354
9132,85066434
9133,85111903
9134,85149664
9135,85102268
9136,85150935
9137,85123424
9138,85121251
9139,85192263
9140,85261061
9141,85169959
9142,85163399
9143,85245276
9144,85218339
9145,85303455
9146,85309359
9147,85299806
9148,85293902
9149,85263849
9150,85387792
9151,85399026
9152,85330597
9153,85392384
9154,85413171
9155,85442732
9156,85452982
9157,85501198
9158,85404889
9159,85516286
9160,85528955
9161,85497303
9162,85529857
9163,85479632
9164,85588938
9165,85612595
9166,85574875
9167,85556999
9168,85645231
9169,85662041
9170,85548389
9171,85685739
9172,85650930
9173,85663271
9174,85704845
9175,85661180
9176,85670118
9177,85769379
9178,85678687
9179,85800334
9180,85785000
9181,85790330
9182,85807550
9183,85829403
9184,85754701
9185,85799842
9186,85791232
9187,85845803
9188,85884671
9189,85908287
9190,85849862
9191,85930960
9192,85918414
9193,85871387
9194,85895905
9195,85970074
9196,86012714
9197,85925261
9198,86049450
9199,86020545
9200,86047564
9201,86050557
9202,86092131
9203,86082332
9204,86101233
9205,86102012
9206,86122307
9207,86158059
9208,86168842
9209,86192704
9210,86233089
9211,86202708
9212,86190203
9213,86179789
9214,86271137
9215,86355269
9216,86235303
9217,86289587
9218,86222183
9219,86364289
9220,86346700
9221,86329521
9222,86363551
9223,86380238
9224,86346290
9225,86441328
9226,86374662
9227,86488519
9228,86458712
9229,86419598
9230,86430012
9231,86468060
9232,86589502
9233,86536407
9234,86540548
9235,86584336
9236,86603811
9237,86604713
9238,86610084
9239,86613774
9240,86558055
9241,86671461
9242,86642392
9243,86690403
9244,86767360
9245,86678677
9246,86738496
9247,86700899
9248,86740095
9249,86729394
9250,86779250
9251,86697168
9252,86809836
9253,86817954
9254,86807130
9255,86841980
9256,86926235
9257,86908933
9258,86881668
9259,86818118
9260,86958133
9261,86906883
9262,86907826
9263,86929884
9264,86990154
9265,87065389
9266,86975681
9267,87032835
9268,86963668
9269,87099501
9270,87084782
9271,87075516
9272,87162887
9273,87107701
9274,87128078
9275,87135007
9276,87145995
9277,87142961
9278,87189455
9279,87220615
9280,87199049
9281,87253661
9282,87303763
9283,87258827
9284,87279204
9285,87335169
9286,87294292
9287,87395644
9288,87344271
9289,87328773
9290,87405812
9291,87344968
9292,87322910
9293,87340335
9294,87384246
9295,87462228
9296,87471248
9297,87467066
9298,87420572
9299,87441728
9300,87446771
9301,87427583
9302,87501096
9303,87548041
9304,87548369
9305,87567393
9306,87528648
9307,87575183
9308,87552387
9309,87607655
9310,87633321
9311,87608393
9312,87602858
9313,87704210
9314,87690229
9315,87683218
9316,87663087
9317,87756157
9318,87725079
9319,87715116
9320,87775755
9321,87776985
9322,87762512
9323,87771819
9324,87813762
9325,87895639
9326,87830244
9327,87893958
9328,87906709
9329,87871859
9330,87901666
9331,87942789
9332,87873827
9333,87945290
9334,87963289
9335,87934507
9336,87976737
9337,87997975
9338,88007036
9339,88096621
9340,88053776
9341,87975302
9342,88061935
9343,88084731
9344,88094243
9345,88072431
9346,88097769
9347,88117859
9348,88155907
9349,88188092
9350,88229994
9351,88190798
9352,88231839
9353,88166116
9354,88243237
9355,88218186
9356,88315930
9357,88260006
9358,88214414
9359,88297603
9360,88284852
9361,88340325
9362,88406704
9363,88365704
9364,88322490
9365,88333642
9366,88440570
9367,88451804
9368,88480094
9369,88503013
9370,88447417
9371,88486941
9372,88498052
9373,88414248
9374,88474272
9375,88512976
9376,88509327
9377,88542947
9378,88653319
9379,88592926
9380,88565743
9381,88559183
9382,88591983
9383,88685832
9384,88665988
9385,88660084
9386,88633393
9387,88679026
9388,88747496
9389,88712195
9390,88744503
9391,88649998
9392,88700961
9393,88745610
9394,88790751
9395,88774474
9396,88796245
9397,88839623
9398,88782223
9399,88852333
9400,88899729
9401,88831833
9402,88912316
9403,88866601
9404,88799320
9405,88976317
9406,88961803
9407,88941959
9408,88975292
9409,89007764
9410,89015964
9411,88979925
9412,88992430
9413,89065861
9414,89099317
9415,89045648
9416,89103786
9417,89133798
9418,89151961
9419,89164712
9420,89196979
9421,89121293
9422,89119161
9423,89143597
9424,89195954
9425,89269590
9426,89237487
9427,89261390
9428,89297306
9429,89251796
9430,89276683
9431,89329614
9432,89264055
9433,89307310
9434,89229082
9435,89399068
9436,89313050
9437,89361307
9438,89387629
9439,89448350
9440,89419937
9441,89398535
9442,89475041
9443,89467169
9444,89503700
9445,89489227
9446,89459953
9447,89496853
9448,89527398
9449,89507677
9450,89565323
9451,89512679
9452,89616245
9453,89547939
9454,89574056
9455,89647610
9456,89672661
9457,89678114
9458,89629242
9459,89649004
9460,89663805
9461,89788691
9462,89794185
9463,89700910
9464,89750110
9465,89728667
9466,89739409
9467,89860769
9468,89731865
9469,89773890
9470,89789593
9471,89909436
9472,89833832
9473,89897874
9474,89790823
9475,89856628
9476,89901236
9477,89919112
9478,89984138
9479,89906853
9480,89974503
9481,89968517
9482,89991969
9483,90056995
9484,90049082
9485,90001399
9486,90017430
9487,90103407
9488,90042317
9489,90046212
9490,90141414
9491,90140389
9492,90104022
9493,90146047
9494,90198609
9495,90099881
9496,90255681
9497,90201807
9498,90213246
9499,90235304
9500,90289424
9501,90225833
9502,90354163
9503,90269006
9504,90280281
9505,90357566
9506,90295328
9507,90363347
9508,90344856
9509,90337066
9510,90396065
9511,90309719
9512,90382945
9513,90377000
9514,90413531
9515,90453096
9516,90494588
9517,90394630
9518,90432391
9519,90453301
9520,90483026
9521,90495244
9522,90535424
9523,90574169
9524,90564534
9525,90531324
9526,90591020
9527,90553382
9528,90617875
9529,90624722
9530,90610782
9531,90631159
9532,90646780
9533,90642680
9534,90710945
9535,90712216
9536,90747886
9537,90743581
9538,90729682
9539,90640343
9540,90791551
9541,90743417
9542,90833781
9543,90786467
9544,90786795
9545,90768345
9546,90815290
9547,90838209
9548,90814962
9549,90821686
9550,90912132
9551,90895363
9552,90914838
9553,90915699
9554,90893969
9555,90961537
9556,90903399
9557,90962849
9558,90980684
9559,90997084
9560,90976830
9561,91050015
9562,90999708
9563,91055673
9564,91032508
9565,91082487
9566,91094828
9567,91136443
9568,91122339
9569,91076501
9570,91155918
9571,91164528
9572,91127341
9573,91141609
9574,91236647
9575,91167111
9576,91259812
9577,91237508
9578,91354440
9579,91234392
9580,91323075
9581,91292612
9582,91308971
9583,91344231
9584,91409257
9585,91457186
9586,91369856
9587,91343206
9588,91465345
9589,91402820
9590,91401918
9591,91404091
9592,91432012
9593,91505361
9594,91546238
9595,91521105
9596,91607410
9597,91614175
9598,91641604
9599,91587935
9600,91567312
9601,91593798
9602,91687401
9603,91674117
9604,91704744
9605,91649517
9606,91696831
9607,91717905
9608,91713518
9609,91694576
9610,91757224
9611,91745826
9612,91742423
9613,91820774
9614,91844226
9615,91808269
9616,91813681
9617,91856034
9618,91786662
9619,91855255
9620,91905931
9621,91869154
9622,91902815
9623,91982847
9624,91904660
9625,91953081
9626,92002814
9627,92026430
9628,91975713
9629,92036721
9630,92043650
9631,91999493
9632,92115974
9633,92073949
9634,92100886
9635,92091948
9636,92121140
9637,92119090
9638,92190922
9639,92229462
9640,92139016
9641,92246436
9642,92142583
9643,92148733
9644,92298957
9645,92334258
9646,92245944
9647,92275833
9648,92315767
9649,92308100
9650,92364024
9651,92325812
9652,92399981
9653,92362056
9654,92447992
9655,92371527
9656,92522366
9657,92380260
9658,92471198
9659,92495347
9660,92513551
9661,92599077
9662,92517200
9663,92535691
9664,92594977
9665,92559840
9666,92513387
9667,92681077
9668,92684234
9669,92604161
9670,92658445
9671,92626834
9672,92707112
9673,92701044
9674,92783905
9675,92725931
9676,92676854
9677,92791203
9678,92803298
9679,92847783
9680,92762872
9681,92808218
9682,92822568
9683,92885052
9684,92951677
9685,92929988
9686,92937860
9687,92968774
9688,92937491
9689,92922403
9690,92925355
9691,92959590
9692,92970865
9693,92951718
9694,92960738
9695,92986117
9696,93046387
9697,93021541
9698,93061926
9699,93138473
9700,93115800
9701,93136956
9702,93064837
9703,93141917
9704,93092389
9705,93167706
9706,93182015
9707,93220391
9708,93252699
9709,93211576
9710,93263195
9711,93235110
9712,93308705
9713,93327196
9714,93263236
9715,93340152
9716,93319980
9717,93361513
9718,93377954
9719,93369549
9720,93389680
9721,93447244
9722,93516944
9723,93364793
9724,93460323
9725,93477379
9726,93508580
9727,93518215
9728,93555771
9729,93532975
9730,93558928
9731,93550277
9732,93523996
9733,93639411
9734,93603208
9735,93591810
9736,93711489
9737,93623544
9738,93680821
9739,93703043
9740,93779590
9741,93698656
9742,93694925
9743,93797671
9744,93773194
9745,93758557
9746,93724076
9747,93798696
9748,93833874
9749,93846133
9750,93884304
9751,93876227
9752,93903861
9753,93838712
9754,93894144
9755,93902426
9756,93979465
9757,93944123
9758,94002917
9759,93920015
9760,94036291
9761,93900704
9762,94036701
9763,94110542
9764,94015750
9765,94104925
9766,94116364
9767,94133584
9768,94127106
9769,94083441
9770,94146130
9771,94156790
9772,94110583
9773,94218413
9774,94208491
9775,94205088
9776,94187704
9777,94238298
9778,94221980
9779,94293361
9780,94346251
9781,94320421
9782,94324890
9783,94297502
9784,94426283
9785,94320339
9786,94347153
9787,94356091
9788,94403815
9789,94397870
9790,94424930
9791,94466422
9792,94421240
9793,94437927
9794,94513203
9795,94500206
9796,94501272
9797,94554531
9798,94530136
9799,94604879
9800,94508242
9801,94591390
9802,94626404
9803,94607093
9804,94719556
9805,94610619
9806,94707420
9807,94666379
9808,94637679
9809,94705288
9810,94739277
9811,94686059
9812,94752438
9813,94747231
9814,94714513
9815,94827181
9816,94750511
9817,94823040
9818,94850510
9819,94820949
9820,94939972
9821,94928451
9822,94931936
9823,94904835
9824,95049524
9825,94954035
9826,95069450
9827,94949607
9828,94976954
9829,95007868
9830,95021521
9831,95055141
9832,95072812
9833,95065432
9834,95005449
9835,95090770
9836,95092533
9837,95144972
9838,95094050
9839,95168752
9840,95119306
9841,95212581
9842,95183143
9843,95209588
9844,95270801
9845,95242511
9846,95231072
9847,95257886
9848,95315573
9849,95302248
9850,95270842
9851,95346733
9852,95279739
9853,95259813
9854,95365839
9855,95410242
9856,95389086
9857,95404666
9858,95419385
9859,95483140
9860,95429184
9861,95489126
9862,95482279
9863,95519794
9864,95493595
9865,95530905
9866,95537178
9867,95583098
9868,95531274
9869,95647017
9870,95644065
9871,95577071
9872,95640416
9873,95580310
9874,95629100
9875,95676250
9876,95659563
9877,95726434
9878,95639227
9879,95701465
9880,95688181
9881,95731149
9882,95747221
9883,95826884
9884,95781661
9885,95768213
9886,95771001
9887,95854067
9888,95767352
9889,95811427
9890,95767885
9891,95940823
9892,95868007
9893,95866736
9894,95864440
9895,95962020
9896,95920241
9897,95981372
9898,95958453
9899,95996829
9900,95958781
9901,95947219
9902,95976124
9903,96000888
9904,96068784
9905,96057714
9906,96156647
9907,96052753
9908,96102896
9909,96107078
9910,96170177
9911,96131473
9912,96178418
9913,96207487
9914,96195023
9915,96184527
9916,96210275
9917,96260787
9918,96266814
9919,96280057
9920,96375587
9921,96318310
9922,96309003
9923,96240656
9924,96281820
9925,96349429
9926,96375054
9927,96356645
9928,96395718
9929,96484442
9930,96445861
9931,96422081
9932,96527984
9933,96473618
9934,96455291
9935,96515766
9936,96539382
9937,96587680
9938,96572715
9939,96581448
9940,96569476
9941,96630074
9942,96610722
9943,96667425
9944,96631714
9945,96648155
9946,96666318
9947,96713673
9948,96729458
9949,96722324
9950,96733968
9951,96836345
9952,96853565
9953,96848932
9954,96810023
9955,96841224
9956,96821175
9957,96886119
9958,96825029
9959,96924946
9960,96903175
9961,96903011
9962,96915598
9963,96927775
9964,96955040
9965,96990095
9966,97000591
9967,97001411
9968,97099483
9969,97029783
9970,96995753
9971,97107068
9972,97055859
9973,97099483
9974,97085461
9975,97105018
9976,97098376
9977,97180376
9978,97151102
9979,97141344
9980,97251757
9981,97226501
9982,97233061
9983,97262417
9984,97293659
9985,97370944
9986,97303048
9987,97298456
9988,97346549
9989,97341506
9990,97382916
9991,97344909
9992,97363892
9993,97423260
9994,97396118
9995,97440972
9996,97454420
9997,97461800
9998,97449377
9999,97556633
10000,97480783
