n,Simple_Multiplication,Karatsuba
7532,737842262,63670174
7533,738038152,63729952
7534,738234068,63776036
7535,738430010,63745573
7536,738625978,63799734
7537,738821972,63736430
7538,739017992,63761686
7539,739214038,63771526
7540,739410110,63785999
7541,739606208,63858692
7542,739802332,63876035
7543,739998482,63917445
7544,740194658,63859430
7545,740390860,63850533
7546,740587088,63866810
7547,740783342,63973041
7548,740979622,63942086
7549,741175928,64013139
7550,741372260,63940077
7551,741568618,63961602
7552,741765002,64066972
7553,741961412,63996247
7554,742157848,64036222
7555,742354310,64045611
7556,742550798,64023348
7557,742747312,64090629
7558,742943852,64065045
7559,743140418,64118878
7560,743337010,64116008
7561,743533628,64114286
7562,743730269,64150694
7563,743926939,64118017
7564,744123638,64201042
7565,744320357,64178574
7566,744517105,64253317
7567,744713882,64162953
7568,744910682,64204937
7569,745107508,64233104
7570,745304360,64220435
7571,745501238,64265863
7572,745698142,64313341
7573,745895069,64252292
7574,746092028,64319368
7575,746289007,64348929
7576,746486018,64302066
7577,746683052,64385542
7578,746880112,64379884
7579,747077198,64307109
7580,747274310,64393947
7581,747471448,64369306
7582,747668612,64446550
7583,747865802,64504606
7584,748063018,64418547
7585,748260260,64502064
7586,748457525,64472790
7587,748654822,64376686
7588,748852142,64486894
7589,749049488,64430642
7590,749246860,64519366
7591,749444258,64530764
7592,749641682,64550526
7593,749839129,64539456
7594,750036608,64610386
7595,750234110,64626663
7596,750431638,64607721
7597,750629192,64693452
7598,750826772,64549788
7599,751024378,64666802
7600,751222010,64697675
7601,751419668,64668606
7602,751617352,64681931
7603,751815062,64718093
7604,752012795,64698618
7605,752210560,64733837
7606,752408348,64785620
7607,752606162,64857083
7608,752804002,64767088
7609,753001865,64844455
7610,753199760,64800175
7611,753397678,64945315
7612,753595622,64856960
7613,753793592,64898862
7614,753991588,64889924
7615,754189610,64974999
7616,754387658,64929038
7617,754585732,64935721
7618,754783832,64957984
7619,754981958,64987586
7620,755180110,64956426
7621,755378288,65016040
7622,755576492,64923585
7623,755774719,65022559
7624,755972978,65067618
7625,756171260,65012719
7626,756369565,65081640
7627,756567902,65030185
7628,756766262,65067577
7629,756964648,65077540
7630,757163057,65095580
7631,757361498,65115424
7632,757559962,65170692
7633,757758452,65167289
7634,757956968,65151258
7635,758155507,65187994
7636,758354078,65207141
7637,758552672,65203615
7638,758751292,65246665
7639,758949938,65279137
7640,759148610,65278522
7641,759347305,65361670
7642,759546032,65293733
7643,759744779,65290781
7644,759943558,65309272
7645,760142360,65374339
7646,760341188,65392133
7647,760540042,65381022
7648,760738919,65388566
7649,760937828,65425712
7650,761136760,65411157
7651,761335718,65417717
7652,761534699,65431083
7653,761733712,65526859
7654,761932748,65487048
7655,762131810,65488319
7656,762330898,65471960
7657,762530012,65502628
7658,762729152,65595575
7659,762928318,65600741
7660,763127510,65569212
7661,763326725,65600741
7662,763525972,65591803
7663,763725242,65681716
7664,763924538,65602094
7665,764123860,65592418
7666,764323208,65623660
7667,764522582,65659576
7668,764721982,65674664
7669,764921408,65723905
7670,765120860,65681593
7671,765320338,65713942
7672,765519842,65709637
7673,765719372,65767734
7674,765918925,65739157
7675,766118510,65679461
7676,766318118,65791104
7677,766517749,65805987
7678,766717409,65797418
7679,766917095,65826528
7680,767116810,65863059
7681,767316548,65872079
7682,767516312,65902624
7683,767716102,65906191
7684,767915918,65880935
7685,768115760,65897048
7686,768315625,65943091
7687,768515522,65878024
7688,768715439,65944649
7689,768915388,65954448
7690,769115360,65938417
7691,769315358,65945223
7692,769515382,66028125
7693,769715432,66017342
7694,769915508,66051044
7695,770115610,66014800
7696,770315738,65979827
7697,770515892,66070806
7698,770716072,66076751
7699,770916275,66073799
7700,771116510,66085566
7701,771316768,66045058
7702,771517052,66092741
7703,771717359,66164942
7704,771917698,66174536
7705,772118060,66166828
7706,772318448,66182695
7707,772518862,66120662
7708,772719302,66181752
7709,772919768,66155471
7710,773120260,66256741
7711,773320775,66204343
7712,773521319,66171174
7713,773721892,66256372
7714,773922488,66227672
7715,774123110,66276093
7716,774323758,66327015
7717,774524432,66332714
7718,774725132,66267319
7719,774925858,66353624
7720,775126607,66306392
7721,775327388,66313813
7722,775528189,66338454
7723,775729022,66482036
7724,775929878,66331074
7725,776130760,66326113
7726,776331668,66377445
7727,776532602,66412459
7728,776733562,66462356
7729,776934548,66388720
7730,777135557,66457887
7731,777336598,66473959
7732,777537662,66517091
7733,777738752,66504586
7734,777939868,66475845
7735,778141007,66505119
7736,778342178,66582691
7737,778543372,66515082
7738,778744592,66582486
7739,778945838,66640747
7740,779147110,66563626
7741,779348408,66634392
7742,779549729,66711431
7743,779751082,66688061
7744,779952458,66614917
7745,780153860,66621723
7746,780355288,66685970
7747,780556742,66731726
7748,780758222,66697778
7749,780959728,66718524
7750,781161260,66681665
7751,781362818,66724469
7752,781564402,66672194
7753,781766012,66768995
7754,781967648,66728159
7755,782169310,66834308
7756,782370998,66796424
7757,782572712,66819958
7758,782774452,66856899
7759,782976218,66931970
7760,783178010,66743862
7761,783379828,66817129
7762,783581669,66793595
7763,783783542,66852143
7764,783985438,66890642
7765,784187357,66938981
7766,784389305,66952634
7767,784591282,66936972
7768,784793279,66894414
7769,784995308,67024589
7770,785197360,66930043
7771,785399438,66996053
7772,785601539,67049189
7773,785803672,67041317
7774,786005825,67036274
7775,786208010,67025860
7776,786410215,67038406
7777,786612452,67095068
7778,786814712,67111714
7779,787016998,67166982
7780,787219310,67146072
7781,787421648,67133772
7782,787624012,67203882
7783,787826402,67043695
7784,788028815,67125777
7785,788231260,67246891
7786,788433725,67160176
7787,788636219,67169483
7788,788838742,67277190
7789,789041288,67227498
7790,789243860,67333360
7791,789446455,67216920
7792,789649082,67225530
7793,789851729,67246358
7794,790054408,67311097
7795,790257110,67276739
7796,790459838,67339551
7797,790662592,67398878
7798,790865372,67379608
7799,791068178,67314541
7800,791271010,67415483
7801,791473868,67341191
7802,791676752,67332622
7803,791879662,67400805
7804,792082598,67417574
7805,792285557,67440739
7806,792488548,67447627
7807,792691562,67520812
7808,792894602,67439222
7809,793097665,67533235
7810,793300757,67534219
7811,793503878,67499410
7812,793707022,67495351
7813,793910189,67513760
7814,794113388,67541476
7815,794316607,67473252
7816,794519855,67567060
7817,794723129,67455909
7818,794926432,67573087
7819,795129758,67555785
7820,795333107,67582722
7821,795536488,67562878
7822,795739892,67598876
7823,795943322,67618351
7824,796146775,67693668
7825,796350260,67644345
7826,796553768,67737292
7827,796757302,67663533
7828,796960862,67770379
7829,797164448,67728641
7830,797368060,67754307
7831,797571695,67720974
7832,797775362,67765951
7833,797979052,67714988
7834,798182768,67810149
7835,798386510,67779604
7836,798590278,67780383
7837,798794072,67863121
7838,798997892,67774602
7839,799201738,67829788
7840,799405607,67850821
7841,799609508,67858160
7842,799813432,67871403
7843,800017382,67853445
7844,800221358,67808304
7845,800425360,67854634
7846,800629388,67841350
7847,800833442,67821916
7848,801037519,67905228
7849,801241628,67894568
7850,801445760,67886983
7851,801649918,67891247
7852,801854102,67947089
7853,802058312,67915273
7854,802262548,67928885
7855,802466810,67966277
7856,802671095,67946023
7857,802875412,68069515
7858,803079752,68054427
7859,803284115,68032820
7860,803488510,68118838
7861,803692928,68074927
7862,803897372,68094525
7863,804101842,68113836
7864,804306335,68069105
7865,804510857,68077510
7866,804715408,68227734
7867,804919982,68176238
7868,805124582,68145283
7869,805329208,68240895
7870,805533860,68264511
7871,805738538,68211170
7872,805943242,68262994
7873,806147972,68264429
7874,806352728,68277139
7875,806557510,68298541
7876,806762318,68286815
7877,806967149,68296163
7878,807172012,68289603
7879,807376895,68337204
7880,807581810,68297229
7881,807786748,68427527
7882,807991712,68349586
7883,808196702,68386117
7884,808401718,68380254
7885,808606760,68392144
7886,808811828,68385994
7887,809016922,68510511
7888,809222042,68374842
7889,809427188,68483492
7890,809632360,68488699
7891,809837558,68515390
7892,810042782,68534291
7893,810248029,68503500
7894,810453308,68481114
7895,810658607,68540236
7896,810863935,68510347
7897,811069292,68554873
7898,811274669,68561966
7899,811480078,68453644
7900,811685510,68626582
7901,811890968,68627320
7902,812096452,68639907
7903,812301962,68597800
7904,812507498,68621990
7905,812713060,68682670
7906,812918648,68629493
7907,813124262,68667295
7908,813329902,68809565
7909,813535568,68755937
7910,813741260,68709279
7911,813946978,68713666
7912,814152722,68765039
7913,814358492,68869466
7914,814564288,68897100
7915,814770110,68805260
7916,814975958,68889720
7917,815181832,68878896
7918,815387732,68831541
7919,815593658,68829901
7920,815799607,68890540
7921,816005588,68896567
7922,816211592,68946874
7923,816417619,68924242
7924,816623675,68953311
7925,816829760,69062494
7926,817035865,68992220
7927,817242002,68956878
7928,817448162,68969957
7929,817654348,69020428
7930,817860560,69013704
7931,818066798,69017353
7932,818273062,69067578
7933,818479349,69117557
7934,818685668,69094556
7935,818892010,69051178
7936,819098378,69096852
7937,819304772,69062043
7938,819511192,69077869
7939,819717635,69162001
7940,819924110,69109398
7941,820130608,69207265
7942,820337132,69193612
7943,820543679,69219975
7944,820750255,69224526
7945,820956860,69181394
7946,821163488,69214030
7947,821370142,69223747
7948,821576822,69215055
7949,821783528,69204067
7950,821990260,69255645
7951,822197018,69300130
7952,822403802,69269585
7953,822610612,69350273
7954,822817448,69305747
7955,823024310,69328994
7956,823231198,69317227
7957,823438112,69330470
7958,823645052,69366099
7959,823852018,69403737
7960,824059010,69372003
7961,824266025,69430961
7962,824473072,69452814
7963,824680142,69445885
7964,824887235,69466631
7965,825094357,69490657
7966,825301508,69486311
7967,825508679,69432601
7968,825715882,69435840
7969,825923108,69510624
7970,826130360,69534404
7971,826337638,69538176
7972,826544942,69583194
7973,826752269,69544203
7974,826959628,69529033
7975,827167007,69612632
7976,827374418,69579791
7977,827581852,69618454
7978,827789312,69672369
7979,827996798,69660643
7980,828204310,69610008
7981,828411848,69730261
7982,828619412,69670975
7983,828827002,69661217
7984,829034618,69697338
7985,829242257,69709925
7986,829449928,69729072
7987,829657622,69772081
7988,829865342,69797255
7989,830073088,69753303
7990,830280860,69733418
7991,830488658,69810826
7992,830696482,69848177
7993,830904332,69787948
7994,831112208,69827636
7995,831320110,69838542
7996,831528035,69840961
7997,831735992,69827390
7998,831943972,69874540
7999,832151978,69875770
8000,832360010,69888275
8001,832568068,69896475
8002,832776149,69905864
8003,832984262,69990529
8004,833192398,69926077
8005,833400560,69923904
8006,833608748,69935261
8007,833816962,69965027
8008,834025199,69910538
8009,834233468,69977778
8010,834441760,69992538
8011,834650078,70017343
8012,834858422,70113734
8013,835066792,70022550
8014,835275188,70062812
8015,835483610,70005248
8016,835692055,70078187
8017,835900532,70055432
8018,836109032,70071627
8019,836317558,70106969
8020,836526110,70105165
8021,836734688,70112791
8022,836943292,70169330
8023,837151919,70242761
8024,837360578,70139810
8025,837569260,70134357
8026,837777968,70163344
8027,837986699,70195242
8028,838195462,70247066
8029,838404248,70239932
8030,838613060,70230502
8031,838821898,70183352
8032,839030762,70230461
8033,839239649,70218489
8034,839448568,70294339
8035,839657510,70309591
8036,839866475,70322465
8037,840075472,70338209
8038,840284489,70359242
8039,840493538,70302539
8040,840702610,70310411
8041,840911708,70394707
8042,841120832,70426523
8043,841329982,70353789
8044,841539158,70433493
8045,841748360,70435707
8046,841957585,70435338
8047,842166842,70501184
8048,842376122,70464735
8049,842585428,70479741
8050,842794760,70531483
8051,843004118,70487736
8052,843213502,70546038
8053,843422909,70631236
8054,843632348,70637222
8055,843841810,70564816
8056,844051298,70634516
8057,844260812,70656082
8058,844470352,70647923
8059,844679918,70608768
8060,844889510,70667562
8061,845099128,70672728
8062,845308772,70632056
8063,845518442,70697861
8064,845728138,70698025
8065,845937860,70736770
8066,846147608,70753785
8067,846357382,70786626
8068,846567182,70768586
8069,846777005,70831685
8070,846986857,70816146
8071,847196738,70768258
8072,847406639,70798516
8073,847616572,70743125
8074,847826528,70790562
8075,848036510,70794621
8076,848246518,70885518
8077,848456552,70875678
8078,848666612,70875719
8079,848876698,70911389
8080,849086810,70907453
8081,849296948,70920737
8082,849507112,70954644
8083,849717299,70963377
8084,849927518,71015816
8085,850137760,70984492
8086,850348028,71062064
8087,850558322,71008723
8088,850768642,71010486
8089,850978988,71021679
8090,851189360,70950626
8091,851399758,71020736
8092,851610182,71012987
8093,851820632,71053290
8094,852031108,70984492
8095,852241610,71049067
8096,852452138,71086336
8097,852662692,71094372
8098,852873272,71140538
8099,853083878,71140251
8100,853294507,71171944
8101,853505168,71214297
8102,853715852,71167311
8103,853926562,71162719
8104,854137295,71154888
8105,854348057,71193797
8106,854558848,71245334
8107,854769662,71218397
8108,854980502,71198635
8109,855191368,71224752
8110,855402260,71264440
8111,855613178,71290721
8112,855824119,71259438
8113,856035092,71323521
8114,856246088,71300192
8115,856457110,71320856
8116,856668158,71364644
8117,856879232,71284899
8118,857090329,71365587
8119,857301458,71383545
8120,857512607,71362430
8121,857723788,71397239
8122,857934992,71432335
8123,858146222,71452876
8124,858357478,71459764
8125,858568760,71469768
8126,858780068,71521510
8127,858991402,71504208
8128,859202759,71553285
8129,859414148,71559107
8130,859625560,71571612
8131,859836998,71546110
8132,860048462,71588709
8133,860259952,71602690
8134,860471468,71704001
8135,860683010,71548365
8136,860894578,71589037
8137,861106169,71616835
8138,861317792,71615482
8139,861529438,71674481
8140,861741110,71683255
8141,861952808,71759638
8142,862164529,71727986
8143,862376282,71741475
8144,862588058,71679442
8145,862799860,71826468
8146,863011688,71789281
8147,863223539,71710438
8148,863435422,71790306
8149,863647328,71748363
8150,863859260,71768412
8151,864071218,71830855
8152,864283199,71805394
8153,864495212,71853938
8154,864707248,71839793
8155,864919310,71927943
8156,865131398,71845246
8157,865343512,71890100
8158,865555652,71939382
8159,865767815,71891412
8160,865980010,71951313
8161,866192228,71939218
8162,866404472,72029008
8163,866616742,71996946
8164,866829038,72049508
8165,867041360,71999939
8166,867253708,72024744
8167,867466082,72075256
8168,867678482,72114493
8169,867890908,72044506
8170,868103360,72089852
8171,868315838,72057749
8172,868528342,72107646
8173,868740872,72179642
8174,868953428,72149261
8175,869166007,72143808
8176,869378618,72115477
8177,869591252,72215722
8178,869803909,72170991
8179,870016598,72191737
8180,870229310,72232737
8181,870442048,72316459
8182,870654812,72298747
8183,870867602,72293622
8184,871080418,72251638
8185,871293257,72260945
8186,871506125,72284643
8187,871719019,72402354
8188,871931942,72384068
8189,872144885,72389521
8190,872357860,72372998
8191,872570858,72396491
8192,872783882,72437778
8193,872996929,72434416
8194,873210008,72443600
8195,873423110,72504362
8196,873636238,72462460
8197,873849392,72503624
8198,874062572,72532529
8199,874275778,72479311
8200,874489007,72544993
8201,874702268,72562582
8202,874915549,72601204
8203,875128859,72603213
8204,875342198,72618875
8205,875555557,72646837
8206,875768948,72563115
8207,875982362,72662294
8208,876195799,72652044
8209,876409268,72676357
8210,876622760,72711986
8211,876836275,72702228
8212,877049819,72808910
8213,877263392,72739046
8214,877476988,72807188
8215,877690610,72816659
8216,877904255,72821374
8217,878117932,72876027
8218,878331632,72853559
8219,878545358,72876519
8220,878759110,72841218
8221,878972888,72876355
8222,879186692,72901201
8223,879400522,72908909
8224,879614378,72915223
8225,879828260,72894395
8226,880042165,72983775
8227,880256102,72936502
8228,880470062,72978773
8229,880684048,73010261
8230,880898060,72990130
8231,881112098,73072376
8232,881326162,73081396
8233,881540252,73071638
8234,881754368,73133261
8235,881968510,73108702
8236,882182678,73096730
8237,882396872,73087956
8238,882611092,73123339
8239,882825338,73073688
8240,883039610,73113909
8241,883253908,73156262
8242,883468232,73158230
8243,883682582,73225470
8244,883896958,73268315
8245,884111360,73260320
8246,884325788,73262493
8247,884540242,73339286
8248,884754722,73292956
8249,884969228,73278565
8250,885183760,73340844
8251,885398318,73243059
8252,885612902,73309725
8253,885827509,73416776
8254,886042148,73349331
8255,886256810,73340680
8256,886471495,73333382
8257,886686212,73404025
8258,886900952,73391110
8259,887115718,73494348
8260,887330507,73456136
8261,887545328,73472372
8262,887760172,73482622
8263,887975042,73549821
8264,888189938,73500047
8265,888404860,73515750
8266,888619808,73556750
8267,888834779,73573355
8268,889049779,73578357
8269,889264808,73561998
8270,889479860,73564376
8271,889694938,73584138
8272,889910042,73566672
8273,890125172,73631575
8274,890340328,73582908
8275,890555507,73667901
8276,890770715,73697011
8277,890985952,73683317
8278,891201212,73695986
8279,891416498,73740143
8280,891631810,73699635
8281,891847148,73752689
8282,892062512,73715748
8283,892277902,73764784
8284,892493318,73808244
8285,892708760,73795657
8286,892924228,73866095
8287,893139722,73814394
8288,893355242,73899797
8289,893570785,73884094
8290,893786360,73831573
8291,894001955,73835755
8292,894217582,73900617
8293,894433232,73935672
8294,894648908,73928989
8295,894864610,73893852
8296,895080338,73963675
8297,895296092,73904471
8298,895511872,74014064
8299,895727678,73958796
8300,895943510,74005372
8301,896159368,73967980
8302,896375252,74046741
8303,896591162,74084338
8304,896807098,74058139
8305,897023060,74037475
8306,897239045,74121115
8307,897455062,74166461
8308,897671102,74066913
8309,897887168,74182041
8310,898103260,74121320
8311,898319378,74117999
8312,898535522,74198072
8313,898751692,74159245
8314,898967888,74175604
8315,899184110,74181959
8316,899400358,74156744
8317,899616632,74265025
8318,899832932,74198728
8319,900049255,74247518
8320,900265610,74288969
8321,900481988,74286673
8322,900698392,74292208
8323,900914822,74282286
8324,901131278,74313241
8325,901347760,74309592
8326,901564268,74325049
8327,901780802,74436569
8328,901997362,74366418
8329,902213948,74378226
8330,902430560,74412994
8331,902647198,74370600
8332,902863859,74417176
8333,903080552,74520578
8334,903297268,74519348
8335,903514010,74440956
8336,903730778,74484867
8337,903947569,74497454
8338,904164392,74505900
8339,904381238,74518569
8340,904598110,74569778
8341,904815008,74576912
8342,905031929,74539602
8343,905248882,74526072
8344,905465858,74618937
8345,905682860,74684496
8346,905899888,74615083
8347,906116942,74572115
8348,906334022,74632590
8349,906551128,74698641
8350,906768260,74687612
8351,906985418,74657313
8352,907202602,74712704
8353,907419812,74650835
8354,907637048,74684824
8355,907854310,74639519
8356,908071598,74706226
8357,908288912,74722216
8358,908506252,74746980
8359,908723618,74774327
8360,908941010,74819058
8361,909158428,74801018
8362,909375869,74826028
8363,909593342,74762847
8364,909810838,74839189
8365,910028360,74909586
8366,910245908,74868463
8367,910463482,74877237
8368,910681082,74900443
8369,910898708,74893063
8370,911116360,74907987
8371,911334035,74863092
8372,911551742,74921025
8373,911769472,74985764
8374,911987225,75076866
8375,912205007,75001836
8376,912422818,75002492
8377,912640652,75036112
8378,912858512,75028076
8379,913076398,75022336
8380,913294310,75106755
8381,913512248,75130002
8382,913730212,75126763
8383,913948199,75064648
8384,914166218,75117743
8385,914384260,75118112
8386,914602325,75168747
8387,914820419,75217578
8388,915038542,75210567
8389,915256688,75172724
8390,915474860,75219177
8391,915693058,75248574
8392,915911279,75245458
8393,916129532,75292649
8394,916347808,75237012
8395,916566107,75293674
8396,916784438,75292977
8397,917002792,75248697
8398,917221172,75364932
8399,917439578,75346646
8400,917658010,75307081
8401,917876465,75294863
8402,918094949,75392853
8403,918313462,75380840
8404,918531998,75367802
8405,918750560,75345703
8406,918969148,75398306
8407,919187762,75391500
8408,919406402,75437543
8409,919625068,75421061
8410,919843760,75540699
8411,920062478,75390475
8412,920281222,75435739
8413,920499992,75512614
8414,920718788,75564930
8415,920937610,75461118
8416,921156458,75588505
8417,921375332,75585799
8418,921594232,75557919
8419,921813158,75586086
8420,922032110,75601502
8421,922251088,75615155
8422,922470092,75580264
8423,922689122,75632949
8424,922908175,75668865
8425,923127260,75617656
8426,923346368,75621838
8427,923565499,75640534
8428,923784662,75620813
8429,924003848,75736597
8430,924223060,75719049
8431,924442298,75691743
8432,924661562,75769930
8433,924880852,75731226
8434,925100168,75720812
8435,925319510,75799450
8436,925538878,75790102
8437,925758269,75833152
8438,925977692,75864476
8439,926197138,75880384
8440,926416610,75755990
8441,926636105,75915439
8442,926855632,75857916
8443,927075179,75898957
8444,927294758,75894939
8445,927514360,75924213
8446,927733988,75858326
8447,927953642,75959760
8448,928173322,75938235
8449,928393028,75929543
8450,928612760,75964926
8451,928832515,76013798
8452,929052302,76016176
8453,929272112,76022408
8454,929491945,76131919
8455,929711810,76061563
8456,929931695,76044425
8457,930151612,76095962
8458,930371552,76037127
8459,930591518,76057422
8460,930811510,76086327
8461,931031528,76095101
8462,931251569,76147868
8463,931471642,76197191
8464,931691738,76173206
8465,931911860,76132862
8466,932132008,76253033
8467,932352182,76200922
8468,932572382,76238806
8469,932792608,76332409
8470,933012857,76259019
8471,933233138,76291655
8472,933453439,76294648
8473,933673772,76307440
8474,933894128,76304816
8475,934114510,76332122
8476,934334915,76345734
8477,934555352,76329416
8478,934775812,76401412
8479,934996298,76354180
8480,935216810,76318879
8481,935437348,76435852
8482,935657912,76456434
8483,935878502,76453113
8484,936099118,76443232
8485,936319760,76381240
8486,936540428,76425233
8487,936761122,76473285
8488,936981842,76561230
8489,937202588,76509160
8490,937423360,76506741
8491,937644158,76528471
8492,937864982,76513670
8493,938085832,76545363
8494,938306708,76607437
8495,938527607,76582263
8496,938748538,76615965
8497,938969492,76561722
8498,939190472,76593333
8499,939411478,76621008
8500,939632510,76678080
8501,939853565,76598335
8502,940074652,76587183
8503,940295762,76633472
8504,940516895,76660122
8505,940738060,76667297
8506,940959248,76750404
8507,941180462,76662582
8508,941401702,76704320
8509,941622968,76748231
8510,941844260,76740277
8511,942065578,76752618
8512,942286922,76718424
8513,942508292,76766558
8514,942729688,76805016
8515,942951110,76818669
8516,943172558,76875823
8517,943394032,76874183
8518,943615532,76798866
8519,943837058,76872748
8520,944058610,76910058
8521,944280188,76885868
8522,944501792,76918176
8523,944723422,76937077
8524,944945078,76979922
8525,945166757,76887713
8526,945388468,76924531
8527,945610202,76931624
8528,945831962,76908500
8529,946053745,77044333
8530,946275560,76934412
8531,946497398,76991525
8532,946719259,76974387
8533,946941152,76995789
8534,947163068,77025268
8535,947385010,77052164
8536,947606978,77084554
8537,947828969,77027277
8538,948050992,77080864
8539,948273038,77108621
8540,948495110,77148391
8541,948717208,77199149
8542,948939329,77151384
8543,949161482,77105792
8544,949383658,77092426
8545,949605857,77154336
8546,949828088,77273851
8547,950050342,77121618
8548,950272619,77226742
8549,950494928,77194024
8550,950717257,77218952
8551,950939618,77268152
8552,951162002,77283527
8553,951384412,77278648
8554,951606848,77283527
8555,951829310,77257943
8556,952051798,77278976
8557,952274312,77290620
8558,952496852,77294023
8559,952719418,77402427
8560,952942010,77420467
8561,953164628,77416408
8562,953387269,77407060
8563,953609939,77449372
8564,953832638,77431537
8565,954055360,77409520
8566,954278108,77475899
8567,954500882,77399475
8568,954723682,77432931
8569,954946508,77505993
8570,955169360,77600580
8571,955392238,77556259
8572,955615142,77527887
8573,955838069,77593774
8574,956061028,77616939
8575,956284010,77488240
8576,956507018,77554742
8577,956730049,77578604
8578,956953112,77656996
8579,957176198,77591847
8580,957399310,77552446
8581,957622448,77705130
8582,957845612,77749943
8583,958068799,77656996
8584,958292018,77640637
8585,958515257,77670690
8586,958738528,77781144
8587,958961822,77775568
8588,959185139,77752895
8589,959408485,77758676
8590,959631860,77737151
8591,959855258,77762407
8592,960078682,77827515
8593,960302132,77764375
8594,960525608,77816445
8595,960749110,77838831
8596,960972638,77833460
8597,961196192,77938994
8598,961419772,77909474
8599,961643378,77925341
8600,961867010,77920749
8601,962090668,77925751
8602,962314352,77891147
8603,962538059,77948916
8604,962761798,78016853
8605,962985560,77934156
8606,963209348,77977493
8607,963433162,78031244
8608,963657002,78036492
8609,963880868,77970482
8610,964104760,77991638
8611,964328678,78037517
8612,964552619,78033581
8613,964776589,78056951
8614,965000585,78089751
8615,965224610,78112260
8616,965448658,78102666
8617,965672729,78098115
8618,965896829,78149283
8619,966120958,78178065
8620,966345110,78223862
8621,966569288,78183846
8622,966793492,78158959
8623,967017722,78163059
8624,967241978,78134728
8625,967466260,78245018
8626,967690568,78247191
8627,967914902,78224641
8628,968139262,78288888
8629,968363648,78213940
8630,968588060,78324312
8631,968812498,78291471
8632,969036959,78292045
8633,969261452,78289339
8634,969485968,78307871
8635,969710510,78431527
8636,969935078,78374045
8637,970159672,78410002
8638,970384289,78385525
8639,970608938,78382983
8640,970833610,78451207
8641,971058308,78444360
8642,971283032,78494585
8643,971507782,78498439
8644,971732555,78437267
8645,971957360,78490526
8646,972182188,78537389
8647,972407042,78617995
8648,972631922,78549648
8649,972856828,78514716
8650,973081760,78592657
8651,973306718,78536897
8652,973531702,78558258
8653,973756712,78630500
8654,973981748,78635420
8655,974206810,78632837
8656,974431895,78571747
8657,974657012,78676789
8658,974882152,78694296
8659,975107318,78718855
8660,975332507,78660102
8661,975557728,78631853
8662,975782969,78716682
8663,976008242,78735337
8664,976233538,78741610
8665,976458860,78704997
8666,976684208,78811392
8667,976909582,78779699
8668,977134982,78866373
8669,977360408,78821314
8670,977585860,78863913
8671,977811338,78880477
8672,978036842,78924470
8673,978262372,78922912
8674,978487928,78883388
8675,978713510,78853253
8676,978939118,78927627
8677,979164752,78981173
8678,979390412,78907906
8679,979616098,78935253
8680,979841810,78871170
8681,980067548,78941116
8682,980293312,78982977
8683,980519102,78946323
8684,980744918,79000484
8685,980970760,79000853
8686,981196625,78960755
8687,981422522,79053907
8688,981648442,79148986
8689,981874388,79084370
8690,982100360,79167846
8691,982326358,79082566
8692,982552382,79156202
8693,982778432,79115612
8694,983004508,79201466
8695,983230610,79192651
8696,983456738,79218850
8697,983682892,79247796
8698,983909069,79247386
8699,984135278,79275799
8700,984361510,79216267
8701,984587765,79286746
8702,984814049,79229264
8703,985040362,79334306
8704,985266698,79281498
8705,985493060,79354314
8706,985719448,79344802
8707,985945862,79267435
8708,986172302,79378176
8709,986398768,79367270
8710,986625260,79445744
8711,986851775,79386089
8712,987078322,79404498
8713,987304892,79461324
8714,987531488,79434633
8715,987758110,79428606
8716,987984758,79450787
8717,988211432,79553082
8718,988438132,79444432
8719,988664855,79544390
8720,988891607,79499741
8721,989118388,79605152
8722,989345192,79586333
8723,989572022,79558781
8724,989798878,79566858
8725,990025760,79509376
8726,990252668,79614869
8727,990479599,79653122
8728,990706562,79639264
8729,990933548,79670670
8730,991160560,79681084
8731,991387598,79643118
8732,991614659,79603676
8733,991841752,79691211
8734,992068868,79719132
8735,992296010,79721469
8736,992523178,79781985
8737,992750372,79710440
8738,992977592,79728890
8739,993204838,79742584
8740,993432110,79831964
8741,993659408,79861935
8742,993886732,79804740
8743,994114082,79864026
8744,994341458,79902853
8745,994568860,79884895
8746,994796288,79865707
8747,995023742,79898466
8748,995251222,79909782
8749,995478728,79925198
8750,995706260,79931963
8751,995933815,79893095
8752,996161399,79955866
8753,996389012,79936473
8754,996616648,79966936
8755,996844310,79992110
8756,997071998,80016833
8757,997299712,80039096
8758,997527452,79996825
8759,997755218,80131756
8760,997983010,80120276
8761,998210828,80077308
8762,998438669,80133150
8763,998666542,80034422
8764,998894438,80088132
8765,999122360,80188008
8766,999350308,80186040
8767,999578282,80133847
8768,999806282,80223063
8769,1000034308,80173043
8770,1000262360,80200103
8771,1000490438,80236265
8772,1000718542,80256068
8773,1000946672,80299815
8774,1001174828,80222161
8775,1001403007,80279725
8776,1001631218,80275584
8777,1001859452,80279397
8778,1002087712,80361725
8779,1002315998,80349179
8780,1002544310,80332738
8781,1002772648,80356026
8782,1003001009,80428883
8783,1003229402,80402438
8784,1003457818,80402807
8785,1003686260,80473491
8786,1003914728,80430728
8787,1004143222,80396575
8788,1004371742,80480092
8789,1004600285,80426874
8790,1004828857,80440896
8791,1005057458,80465004
8792,1005286082,80473901
8793,1005514732,80510186
8794,1005743408,80537287
8795,1005972110,80543806
8796,1006200838,80505881
8797,1006429592,80561190
8798,1006658372,80544462
8799,1006887178,80591694
