n,Simple_Multiplication,Karatsuba
2415,75927610,10287190
2416,75990458,10286124
2417,76053332,10296743
2418,76116232,10298916
2419,76179158,10313922
2420,76242110,10352913
2421,76305088,10322696
2422,76368092,10331716
2423,76431122,10339342
2424,76494178,10355168
2425,76557260,10347337
2426,76620365,10347952
2427,76683502,10368329
2428,76746662,10381654
2429,76809848,10379932
2430,76873060,10377595
2431,76936295,10385754
2432,76999562,10402277
2433,77062852,10408058
2434,77126168,10409288
2435,77189510,10405557
2436,77252878,10422859
2437,77316272,10438480
2438,77379692,10437783
2439,77443138,10428271
2440,77506610,10454347
2441,77570108,10443605
2442,77633629,10463982
2443,77697182,10483170
2444,77760758,10461194
2445,77824360,10453732
2446,77887988,10520193
2447,77951642,10511829
2448,78015319,10480833
2449,78079028,10521218
2450,78142760,10531263
2451,78206518,10553731
2452,78270302,10540488
2453,78334109,10547540
2454,78397948,10541513
2455,78461810,10534092
2456,78525695,10546597
2457,78589609,10565006
2458,78653552,10561029
2459,78717518,10587105
2460,78781510,10593173
2461,78845528,10585957
2462,78909572,10593091
2463,78973642,10580627
2464,79037738,10604079
2465,79101860,10614042
2466,79166008,10624046
2467,79230179,10608302
2468,79294382,10633353
2469,79358605,10616461
2470,79422857,10677715
2471,79487138,10660208
2472,79551439,10646514
2473,79615772,10652418
2474,79680128,10667014
2475,79744510,10689400
2476,79808915,10689605
2477,79873352,10688375
2478,79937812,10680134
2479,80002295,10700880
2480,80066810,10704611
2481,80131348,10715230
2482,80195912,10701085
2483,80260502,10718223
2484,80325118,10720888
2485,80389757,10758362
2486,80454428,10767587
2487,80519122,10749137
2488,80583842,10757460
2489,80648585,10768079
2490,80713360,10767013
2491,80778155,10759305
2492,80842982,10807152
2493,80907829,10821461
2494,80972708,10805348
2495,81037610,10821789
2496,81102538,10827037
2497,81167492,10805963
2498,81232472,10823470
2499,81297478,10834909
2500,81362510,10824413
2501,81427568,10843642
2502,81492652,10837369
2503,81557762,10855040
2504,81622898,10841141
2505,81688060,10863322
2506,81753248,10886610
2507,81818462,10877672
2508,81883702,10884191
2509,81948965,10897721
2510,82014260,10913383
2511,82079578,10914449
2512,82144922,10919328
2513,82210292,10910185
2514,82275685,10920804
2515,82341107,10939500
2516,82406558,10958647
2517,82472032,10930480
2518,82537532,10921050
2519,82603058,10949463
2520,82668610,10955490
2521,82734188,10969143
2522,82799792,10976359
2523,82865422,10993087
2524,82931078,10965084
2525,82996760,10997146
2526,83062468,10998663
2527,83128202,11014407
2528,83193962,11003993
2529,83259745,11017236
2530,83325560,11038556
2531,83391398,11047289
2532,83457262,11024288
2533,83523152,11048396
2534,83589068,11034579
2535,83655007,11081360
2536,83720975,11062500
2537,83786972,11067543
2538,83852992,11083820
2539,83919038,11076071
2540,83985110,11074759
2541,84051208,11077178
2542,84117332,11076973
2543,84183482,11117481
2544,84249655,11118383
2545,84315860,11106821
2546,84382088,11095095
2547,84448342,11117563
2548,84514622,11145443
2549,84580928,11145484
2550,84647260,11143598
2551,84713618,11116456
2552,84780002,11166189
2553,84846412,11132692
2554,84912845,11150486
2555,84979310,11161023
2556,85045798,11177669
2557,85112312,11190912
2558,85178852,11204155
2559,85245418,11219038
2560,85312010,11219899
2561,85378625,11209936
2562,85445272,11232568
2563,85511942,11195053
2564,85578638,11220432
2565,85645360,11249091
2566,85712108,11244376
2567,85778882,11226049
2568,85845682,11254585
2569,85912508,11270821
2570,85979357,11253683
2571,86046238,11274101
2572,86113139,11244868
2573,86180072,11276274
2574,86247028,11279144
2575,86314007,11265450
2576,86381015,11303047
2577,86448049,11310632
2578,86515112,11324941
2579,86582195,11329205
2580,86649310,11334494
2581,86716448,11313256
2582,86783612,11343227
2583,86850802,11341792
2584,86918018,11344047
2585,86985260,11357536
2586,87052528,11359668
2587,87119822,11344949
2588,87187142,11383735
2589,87254488,11395010
2590,87321860,11377831
2591,87389258,11400996
2592,87456679,11398413
2593,87524129,11405260
2594,87591608,11407966
2595,87659107,11406244
2596,87726638,11387261
2597,87794192,11422726
2598,87861772,11416125
2599,87929375,11444743
2600,87997010,11449007
2601,88064668,11432033
2602,88132352,11462742
2603,88200059,11439167
2604,88267798,11438019
2605,88335557,11469056
2606,88403348,11498084
2607,88471162,11471639
2608,88539002,11482217
2609,88606868,11479675
2610,88674760,11515509
2611,88742678,11505177
2612,88810619,11483406
2613,88878592,11490745
2614,88946588,11508744
2615,89014610,11515919
2616,89082655,11547284
2617,89150732,11536337
2618,89218832,11579879
2619,89286955,11520224
2620,89355110,11579346
2621,89423288,11584594
2622,89491492,11566226
2623,89559722,11585045
2624,89627978,11551097
2625,89696260,11588489
2626,89764568,11580371
2627,89832902,11584635
2628,89901262,11609604
2629,89969648,11604561
2630,90038060,11617763
2631,90106498,11593819
2632,90174962,11621781
2633,90243452,11616451
2634,90311965,11642117
2635,90380510,11661674
2636,90449078,11647037
2637,90517669,11646996
2638,90586289,11681518
2639,90654938,11672785
2640,90723610,11694187
2641,90792308,11659296
2642,90861032,11694761
2643,90929782,11700747
2644,90998558,11684060
2645,91067357,11696934
2646,91136188,11689021
2647,91205042,11702264
2648,91273922,11719074
2649,91342828,11724691
2650,91411760,11736458
2651,91480718,11751341
2652,91549699,11737770
2653,91618709,11784100
2654,91687748,11739738
2655,91756810,11778319
2656,91825898,11797794
2657,91895012,11773645
2658,91964152,11812308
2659,92033318,11801976
2660,92102510,11797712
2661,92171728,11824280
2662,92240969,11803780
2663,92310242,11819155
2664,92379535,11828995
2665,92448857,11814973
2666,92518208,11815424
2667,92587582,11835760
2668,92656982,11848101
2669,92726408,11854620
2670,92795857,11842115
2671,92865338,11858228
2672,92934842,11888117
2673,93004372,11877088
2674,93073928,11887461
2675,93143507,11886969
2676,93213118,11921368
2677,93282752,11880655
2678,93352412,11892504
2679,93422098,11921491
2680,93491810,11903902
2681,93561548,11925796
2682,93631312,11940105
2683,93701102,11949125
2684,93770918,11946214
2685,93840760,11943467
2686,93910628,11979096
2687,93980519,11980572
2688,94050442,11948633
2689,94120388,11947362
2690,94190360,11974627
2691,94260358,11986312
2692,94330382,11983360
2693,94400432,12026205
2694,94470508,12020629
2695,94540610,12001564
2696,94610738,12004270
2697,94680892,12036701
2698,94751072,12023376
2699,94821275,12025426
2700,94891510,12060850
2701,94961768,12071797
2702,95032052,12044778
2703,95102362,12065852
2704,95172698,12064335
2705,95243060,12045926
2706,95313448,12086680
2707,95383862,12074175
2708,95454302,12094306
2709,95524768,12109025
2710,95595260,12106483
2711,95665778,12108369
2712,95736319,12092994
2713,95806892,12102137
2714,95877488,12137192
2715,95948110,12125589
2716,96018758,12144121
2717,96089429,12149779
2718,96160132,12160070
2719,96230858,12154453
2720,96301610,12158020
2721,96372388,12175322
2722,96443189,12185408
2723,96514022,12176347
2724,96584878,12201357
2725,96655760,12206359
2726,96726668,12211607
2727,96797602,12227474
2728,96868562,12224809
2729,96939545,12237437
2730,97010560,12224399
2731,97081598,12244448
2732,97152662,12246293
2733,97223752,12262529
2734,97294868,12269950
2735,97366007,12269007
2736,97437178,12277617
2737,97508372,12278970
2738,97579592,12293525
2739,97650838,12300208
2740,97722110,12325546
2741,97793408,12290368
2742,97864732,12332188
2743,97936082,12334730
2744,98007458,12337969
2745,98078860,12336042
2746,98150288,12345882
2747,98221742,12347563
2748,98293222,12360232
2749,98364728,12365562
2750,98436260,12398690
2751,98507818,12382003
2752,98579402,12417345
2753,98651012,12424110
2754,98722648,12399879
2755,98794310,12409760
2756,98865998,12406685
2757,98937712,12443585
2758,99009449,12439772
2759,99081218,12455188
2760,99153010,12462035
2761,99224828,12470317
2762,99296672,12442191
2763,99368542,12486225
2764,99440438,12493154
2765,99512360,12525831
2766,99584308,12501559
2767,99656282,12510374
2768,99728282,12539156
2769,99800308,12539607
2770,99872357,12531530
2771,99944438,12536778
2772,100016542,12575113
2773,100088672,12519230
2774,100160828,12554818
2775,100233010,12558098
2776,100305218,12571136
2777,100377452,12629725
2778,100449712,12627224
2779,100521998,12634522
2780,100594310,12607872
2781,100666648,12602624
2782,100739012,12623124
2783,100811399,12630832
2784,100883818,12657687
2785,100956257,12611849
2786,101028728,12638663
2787,101101222,12667855
2788,101173742,12696596
2789,101246288,12660885
2790,101318860,12716932
2791,101391458,12715005
2792,101464082,12719679
2793,101536732,12719966
2794,101609405,12713570
2795,101682110,12751495
2796,101754835,12740466
2797,101827592,12745427
2798,101900372,12777366
2799,101973178,12748379
2800,102046010,12787821
2801,102118868,12799957
2802,102191752,12815045
2803,102264662,12795570
2804,102337598,12817464
2805,102410560,12846041
2806,102483548,12833864
2807,102556562,12832716
2808,102629602,12884786
2809,102702668,12846943
2810,102775760,12884499
2811,102848878,12890977
2812,102922022,12847271
2813,102995192,12895856
2814,103068385,12916848
2815,103141610,12883925
2816,103214858,12900735
2817,103288132,12892699
2818,103361432,12963752
2819,103434758,12945097
2820,103508110,12941776
2821,103581488,12964572
2822,103654892,12966458
2823,103728319,12988147
2824,103801775,13013444
2825,103875260,13003399
2826,103948768,12983965
2827,104022302,12999053
2828,104095862,13007007
2829,104169445,13024842
2830,104243057,13005203
2831,104316698,13024350
2832,104390362,13023653
2833,104464052,13046490
2834,104537768,13035912
2835,104611510,13062808
2836,104685278,13080151
2837,104759072,13073181
2838,104832892,13062685
2839,104906738,13109671
2840,104980610,13074247
2841,105054505,13093845
2842,105128429,13140585
2843,105202382,13115903
2844,105276358,13147637
2845,105350357,13145382
2846,105424388,13165021
2847,105498439,13149728
2848,105572522,13165882
2849,105646625,13161167
2850,105720757,13210449
2851,105794915,13211310
2852,105869102,13214057
2853,105943312,13201224
2854,106017548,13195566
2855,106091810,13245586
2856,106166098,13240543
2857,106240412,13217460
2858,106314752,13274942
2859,106389118,13256000
2860,106463510,13304298
2861,106537928,13285438
2862,106612372,13310243
2863,106686842,13292490
2864,106761338,13333695
2865,106835860,13320247
2866,106910405,13297287
2867,106984982,13325249
2868,107059582,13338082
2869,107134208,13327586
2870,107208860,13344847
2871,107283538,13363584
2872,107358242,13353785
2873,107432972,13349644
2874,107507728,13388594
2875,107582510,13392079
2876,107657318,13423403
2877,107732149,13425289
2878,107807012,13439762
2879,107881898,13435785
2880,107956807,13429471
2881,108031748,13447962
2882,108106712,13443739
2883,108181702,13443124
2884,108256718,13498392
2885,108331760,13480639
2886,108406828,13483386
2887,108481919,13467150
2888,108557042,13484698
2889,108632185,13519343
2890,108707357,13493226
2891,108782558,13522951
2892,108857782,13542754
2893,108933032,13539433
2894,109008308,13548084
2895,109083610,13527502
2896,109158938,13564361
2897,109234292,13568420
2898,109309672,13568543
2899,109385078,13574611
2900,109460510,13608313
2901,109535968,13588387
2902,109611452,13625902
2903,109686962,13620408
2904,109762498,13627296
2905,109838060,13621105
2906,109913648,13680309
2907,109989259,13625205
2908,110064902,13641236
2909,110140565,13669362
2910,110216260,13694167
2911,110291978,13681703
2912,110367722,13720612
2913,110443492,13732092
2914,110519288,13710116
2915,110595110,13723072
2916,110670958,13751649
2917,110746832,13754970
2918,110822732,13744802
2919,110898658,13755298
2920,110974610,13797077
2921,111050588,13805646
2922,111126592,13825449
2923,111202622,13785761
2924,111278678,13822210
2925,111354760,13862882
2926,111430868,13838323
2927,111506999,13854395
2928,111583162,13844555
2929,111659348,13876904
2930,111735560,13899044
2931,111811798,13905440
2932,111888062,13901504
2933,111964352,13929302
2934,112040668,13890721
2935,112117010,13933607
2936,112193378,13961938
2937,112269772,13939306
2938,112346192,13926924
2939,112422635,13948080
2940,112499107,13968703
2941,112575608,13976124
2942,112652132,14011466
2943,112728679,14001462
2944,112805258,14021265
2945,112881860,14016509
2946,112958488,14059928
2947,113035142,14027784
2948,113111822,14055828
2949,113188525,14066775
2950,113265260,14065299
2951,113342018,14035000
2952,113418802,14101297
2953,113495612,14086414
2954,113572448,14107857
2955,113649307,14112941
2956,113726198,14112736
2957,113803112,14145454
2958,113880049,14161116
2959,113957018,14174605
2960,114034010,14160173
2961,114111028,14148693
2962,114188072,14160747
2963,114265142,14158369
2964,114342238,14165667
2965,114419360,14174400
2966,114496508,14206831
2967,114573679,14206298
2968,114650882,14232415
2969,114728108,14253325
2970,114805360,14251890
2971,114882638,14239795
2972,114959939,14253243
2973,115037272,14281328
2974,115114625,14295186
2975,115192010,14275014
2976,115269418,14297236
2977,115346852,14301828
2978,115424309,14290471
2979,115501795,14340081
2980,115579310,14341762
2981,115656848,14332824
2982,115734412,14373332
2983,115811999,14298794
2984,115889618,14356686
2985,115967260,14388420
2986,116044928,14395800
2987,116122622,14348158
2988,116200342,14388666
2989,116278088,14392643
2990,116355860,14399859
2991,116433658,14443975
2992,116511482,14427165
2993,116589332,14421343
2994,116667208,14452339
2995,116745110,14469887
2996,116823038,14504409
2997,116900992,14459719
2998,116978972,14499161
2999,117056978,14522531
3000,117135010,14497316
3001,117213068,14498136
3002,117291152,14521752
3003,117369262,14539136
3004,117447398,14521588
3005,117525557,14589074
3006,117603748,14544097
3007,117681962,14571280
3008,117760199,14618635
3009,117838468,14558734
3010,117916760,14650164
3011,117995078,14611132
3012,118073422,14651599
3013,118151792,14618840
3014,118230185,14620275
3015,118308610,14663776
3016,118387058,14650533
3017,118465532,14655207
3018,118544032,14657667
3019,118622558,14670377
3020,118701110,14693665
3021,118779688,14718224
3022,118858289,14718306
3023,118936922,14735813
3024,119015578,14724251
3025,119094260,14757707
3026,119172968,14756723
3027,119251702,14744956
3028,119330459,14745243
3029,119409248,14722283
3030,119488060,14775173
3031,119566898,14768162
3032,119645762,14757010
3033,119724652,14787350
3034,119803568,14801290
3035,119882510,14803627
3036,119961478,14842454
3037,120040472,14815435
3038,120119492,14834623
3039,120198538,14864922
3040,120277610,14847948
3041,120356705,14876279
3042,120435832,14861642
3043,120514982,14867710
3044,120594155,14899608
3045,120673360,14894524
3046,120752588,14907275
3047,120831842,14869022
3048,120911119,14906209
3049,120990428,14905348
3050,121069760,14938107
3051,121149118,14941633
3052,121228502,14951514
3053,121307912,14930809
3054,121387348,14967504
3055,121466810,14957254
3056,121546295,14971809
3057,121625812,14951391
3058,121705352,14973490
3059,121784918,15007479
3060,121864510,15029004
3061,121944128,15013588
3062,122023772,15051513
3063,122103439,15014613
3064,122183138,15030521
3065,122262860,15065002
3066,122342608,15077794
3067,122422382,15088946
3068,122502182,15085379
3069,122582005,15111537
3070,122661860,15084682
3071,122741738,15120721
3072,122821642,15078040
3073,122901572,15115350
3074,122981528,15108011
3075,123061510,15158318
3076,123141518,15176317
3077,123221552,15152373
3078,123301612,15176768
3079,123381698,15185583
3080,123461810,15165452
3081,123541948,15213996
3082,123622112,15196653
3083,123702299,15232282
3084,123782515,15205263
3085,123862757,15224738
3086,123943028,15219490
3087,124023322,15268813
3088,124103639,15250199
3089,124183988,15279227
3090,124264360,15245689
3091,124344758,15278981
3092,124425182,15285664
3093,124505629,15313831
3094,124586105,15316906
3095,124666610,15318792
3096,124747135,15349009
3097,124827692,15323343
3098,124908272,15331133
3099,124988878,15320924
3100,125069510,15356512
3101,125150165,15345688
3102,125230852,15365286
3103,125311562,15365368
3104,125392298,15407885
3105,125473060,15395462
3106,125553845,15388123
3107,125634662,15422276
3108,125715499,15365286
3109,125796368,15433920
3110,125877260,15433674
3111,125958175,15434945
3112,126039122,15443637
3113,126120092,15448557
3114,126201088,15480168
3115,126282110,15485252
3116,126363158,15494764
3117,126444232,15463399
3118,126525332,15481972
3119,126606458,15495133
3120,126687610,15500258
3121,126768788,15528630
3122,126849992,15535887
3123,126931222,15534944
3124,127012478,15549540
3125,127093760,15543759
3126,127175068,15557617
3127,127256402,15594804
3128,127337762,15578322
3129,127419148,15618912
3130,127500557,15614648
3131,127581995,15607514
3132,127663462,15611450
3133,127744952,15628752
3134,127826468,15609031
3135,127908010,15635640
3136,127989578,15638100
3137,128071172,15643143
3138,128152792,15659133
3139,128234438,15682872
3140,128316110,15663971
3141,128397808,15702552
3142,128479532,15701937
3143,128561282,15695172
3144,128643058,15722150
3145,128724860,15725348
3146,128806688,15755360
3147,128888542,15728915
3148,128970422,15740641
3149,129052325,15769997
3150,129134260,15791891
3151,129216218,15745233
3152,129298202,15782379
3153,129380212,15795335
3154,129462248,15798656
3155,129544310,15803904
3156,129626398,15788898
3157,129708512,15837114
3158,129790652,15833219
3159,129872818,15823420
3160,129955007,15852899
3161,130037228,15866552
3162,130119472,15858106
3163,130201742,15824322
3164,130284038,15918663
3165,130366357,15904805
3166,130448708,15880697
3167,130531079,15925674
3168,130613479,15903657
3169,130695908,15927396
3170,130778360,15921861
3171,130860838,15951053
3172,130943342,15945149
3173,131025872,15928749
3174,131108428,15957531
3175,131191010,15974792
3176,131273618,15978646
3177,131356252,15990905
3178,131438909,16008945
3179,131521598,16023418
3180,131604310,16007920
3181,131687048,16020302
3182,131769812,16032233
3183,131852602,16048510
3184,131935418,16079096
3185,132018260,16097259
3186,132101128,16053594
3187,132184022,16081925
3188,132266942,16076554
3189,132349888,16095537
3190,132432860,16158882
3191,132515858,16135840
3192,132598879,16127845
3193,132681932,16148919
3194,132765008,16169091
3195,132848110,16166918
3196,132931238,16142851
3197,133014392,16125836
3198,133097572,16151215
3199,133180778,16173724
3200,133264010,16206606
3201,133347268,16209025
3202,133430552,16180407
3203,133513862,16199718
3204,133597198,16250886
3205,133680557,16241661
3206,133763948,16255888
3207,133847362,16258676
3208,133930802,16280980
3209,134014268,16273559
3210,134097760,16299512
3211,134181278,16266343
3212,134264819,16339569
3213,134348392,16315994
3214,134431988,16316650
3215,134515610,16321939
3216,134599255,16333132
3217,134682932,16364292
3218,134766629,16356338
3219,134850358,16346662
3220,134934110,16343300
3221,135017888,16376387
3222,135101692,16383931
3223,135185519,16394960
3224,135269378,16423660
3225,135353260,16392951
3226,135437168,16432024
3227,135521102,16432065
3228,135605062,16428662
3229,135689048,16455312
3230,135773060,16457854
3231,135857098,16466751
3232,135941159,16492909
3233,136025252,16444078
3234,136109368,16472901
3235,136193510,16525012
3236,136277678,16486226
3237,136361869,16499182
3238,136446092,16480609
3239,136530338,16581018
3240,136614607,16532146
3241,136698908,16516238
3242,136783232,16556664
3243,136867582,16554122
3244,136951958,16581920
3245,137036360,16585241
3246,137120788,16568677
3247,137205242,16597131
3248,137289722,16618082
3249,137374225,16629275
3250,137458760,16633990
3251,137543318,16630259
3252,137627902,16638910
3253,137712512,16662731
3254,137797148,16670152
3255,137881810,16660394
3256,137966498,16702460
3257,138051212,16701599
3258,138135952,16680074
3259,138220718,16724846
3260,138305510,16735670
3261,138390328,16712464
3262,138475172,16750348
3263,138560042,16768142
3264,138644938,16774661
3265,138729860,16784460
3266,138814808,16729725
3267,138899782,16787248
3268,138984782,16808363
3269,139069805,16801557
3270,139154857,16847723
3271,139239938,16799097
3272,139325042,16853627
3273,139410172,16831774
3274,139495328,16829601
3275,139580510,16811479
3276,139665718,16882655
3277,139750952,16896636
3278,139836212,16880646
3279,139921498,16897538
3280,140006810,16921564
3281,140092145,16904877
3282,140177512,16897497
3283,140262902,16920129
3284,140348315,16919965
3285,140433760,16957111
3286,140519228,16970067
3287,140604722,16936160
3288,140690242,16960842
3289,140775788,16946492
3290,140861357,16993929
3291,140946958,16989214
3292,141032582,16996307
3293,141118229,17018283
3294,141203905,17006762
3295,141289610,17056536
3296,141375338,17042391
3297,141461092,17031813
3298,141546872,17001104
3299,141632678,17029107
3300,141718510,17066786
3301,141804368,17051821
3302,141890252,17076175
3303,141976162,17118487
3304,142062098,17118077
3305,142148057,17102128
3306,142234048,17162808
3307,142320062,17147228
3308,142406099,17135502
3309,142492168,17151410
3310,142578260,17162275
3311,142664375,17160307
3312,142750522,17177773
3313,142836692,17144399
3314,142922888,17191303
3315,143009110,17164858
3316,143095358,17202168
3317,143181632,17210778
3318,143267932,17210040
3319,143354255,17187326
3320,143440610,17214837
3321,143526988,17272852
3322,143613392,17233287
3323,143699822,17243045
3324,143786278,17264119
3325,143872760,17277854
3326,143959268,17279617
3327,144045799,17311105
3328,144132359,17298846
3329,144218948,17289211
3330,144305560,17286546
3331,144392198,17313319
3332,144478862,17297862
3333,144565552,17358337
3334,144652265,17343249
3335,144739010,17321888
3336,144825778,17347472
3337,144912572,17374368
3338,144999392,17361535
3339,145086238,17362519
3340,145173110,17372769
3341,145260008,17401633
3342,145346932,17432055
3343,145433882,17395196
3344,145520858,17407127
3345,145607860,17411637
3346,145694888,17429718
3347,145781942,17424593
3348,145869022,17391260
3349,145956125,17460017
3350,146043260,17469980
3351,146130418,17440214
3352,146217602,17477442
3353,146304812,17471825
3354,146392048,17505691
3355,146479307,17482157
3356,146566598,17511882
3357,146653909,17494498
3358,146741252,17543411
3359,146828618,17550094
3360,146916010,17568708
3361,147003428,17519631
3362,147090872,17581787
3363,147178342,17547839
3364,147265838,17581500
3365,147353360,17582976
3366,147440908,17606469
3367,147528482,17590971
3368,147616082,17624796
3369,147703708,17611553
3370,147791360,17603927
3371,147879038,17651241
3372,147966742,17593677
3373,148054469,17604870
3374,148142228,17613562
3375,148230007,17662270
3376,148317818,17638654
3377,148405652,17621598
3378,148493512,17673996
3379,148581398,17681171
3380,148669310,17690109
3381,148757248,17727378
3382,148845212,17743204
3383,148933199,17712946
3384,149021218,17773831
3385,149109260,17695521
3386,149197328,17733446
3387,149285419,17741728
3388,149373542,17775553
3389,149461688,17745951
3390,149549860,17728239
3391,149638058,17785639
3392,149726282,17834552
3393,149814532,17797898
3394,149902808,17796463
3395,149991110,17818849
3396,150079438,17780063
3397,150167789,17802736
3398,150256172,17823072
3399,150344578,17866655
3400,150433007,17869853
3401,150521465,17854642
3402,150609952,17860546
3403,150698462,17834060
3404,150786998,17818398
3405,150875557,17905113
3406,150964145,17883260
3407,151052762,17901956
3408,151141402,17894822
3409,151230068,17941193
3410,151318757,17924834
3411,151407478,17968704
3412,151496222,17928196
3413,151584992,17927048
3414,151673788,17962349
3415,151762610,17970303
3416,151851455,17974731
3417,151940332,18000520
3418,152029232,17960996
3419,152118158,17996092
3420,152207110,18029179
3421,152296088,18040126
3422,152385092,17989368
3423,152474122,18021184
3424,152563178,18056444
3425,152652260,18030122
3426,152741368,18047383
3427,152830502,18099863
3428,152919662,18099822
3429,153008845,18120076
3430,153098060,18136230
3431,153187298,18164274
3432,153276562,18140248
3433,153365849,18162511
3434,153455168,18148489
3435,153544510,18157878
3436,153633878,18158862
3437,153723272,18179854
3438,153812692,18174975
3439,153902138,18210030
3440,153991610,18184733
3441,154081108,18181248
3442,154170632,18241231
3443,154260182,18217164
3444,154349758,18275917
3445,154439357,18287930
3446,154528985,18244839
3447,154618642,18284650
3448,154708322,18265872
3449,154798028,18248816
3450,154887760,18293260
3451,154977518,18301255
3452,155067302,18382927
3453,155157112,18338360
3454,155246948,18365379
3455,155336810,18334629
3456,155426698,18368290
3457,155516612,18394161
3458,155606552,18394038
3459,155696518,18407322
3460,155786510,18403181
3461,155876528,18399122
3462,155966572,18426633
3463,156056642,18402484
3464,156146738,18406420
3465,156236860,18474234
3466,156327008,18503467
3467,156417182,18482188
3468,156507379,18463492
3469,156597608,18484033
3470,156687860,18503877
3471,156778138,18509781
3472,156868442,18516013
3473,156958769,18518063
3474,157049128,18498547
3475,157139510,18545697
3476,157229918,18499285
3477,157320352,18563081
3478,157410812,18588665
3479,157501298,18589526
3480,157591807,18632658
3481,157682348,18646106
3482,157772912,18659554
3483,157863499,18655741
3484,157954118,18649673
3485,158044760,18655577
3486,158135428,18649263
3487,158226122,18656233
3488,158316842,18704285
3489,158407588,18671362
3490,158498357,18665089
3491,158589158,18734994
3492,158679982,18689197
3493,158770829,18693420
3494,158861708,18719332
3495,158952610,18740078
3496,159043538,18732083
3497,159134492,18695265
3498,159225472,18774026
3499,159316478,18774026
3500,159407510,18779315
3501,159498568,18826383
3502,159589652,18797355
3503,159680762,18783743
3504,159771898,18820315
3505,159863060,18805391
3506,159954248,18840569
3507,160045462,18855288
3508,160136702,18870827
3509,160227968,18862094
3510,160319260,18885710
3511,160410578,18934172
3512,160501922,18905062
3513,160593292,18985381
3514,160684688,18950244
3515,160776107,18978042
3516,160867558,18927489
3517,160959032,18953852
3518,161050532,18974639
3519,161142058,18989809
3520,161233610,19008136
3521,161325188,19010678
3522,161416792,19042494
3523,161508422,19062584
3524,161600078,19061190
3525,161691760,19021666
3526,161783468,19085503
3527,161875202,19036713
3528,161966962,19084724
3529,162058748,19118754
3530,162150560,19129004
3531,162242395,19135277
3532,162334262,19120681
3533,162426152,19148069
3534,162518068,19167052
3535,162610010,19179557
3536,162701978,19180418
3537,162793972,19155490
3538,162885992,19197802
3539,162978038,19177056
3540,163070107,19182632
3541,163162208,19198048
3542,163254329,19228101
3543,163346482,19219204
3544,163438658,19268568
3545,163530857,19221705
3546,163623088,19257006
3547,163715342,19269880
3548,163807622,19295669
3549,163899928,19288371
3550,163992260,19320351
3551,164084618,19317645
3552,164177002,19318629
3553,164269412,19337612
3554,164361848,19366476
3555,164454310,19341835
3556,164546795,19330150
3557,164639312,19372954
3558,164731852,19357661
3559,164824418,19357456
3560,164917010,19401736
3561,165009628,19443064
3562,165102272,19421211
3563,165194942,19417808
3564,165287638,19469714
3565,165380360,19472543
3566,165473108,19441137
3567,165565882,19512149
3568,165658682,19500177
3569,165751508,19486073
3570,165844360,19482998
3571,165937238,19506901
3572,166030142,19538061
3573,166123072,19518299
3574,166216028,19553395
3575,166309010,19531542
3576,166402018,19537651
3577,166495052,19560652
3578,166588112,19616576
3579,166681198,19586400
3580,166774307,19603497
3581,166867448,19583038
3582,166960612,19604850
3583,167053802,19637896
3584,167147018,19617232
3585,167240260,19656305
3586,167333528,19625514
3587,167426822,19641176
3588,167520142,19659831
3589,167613488,19689679
3590,167706860,19685456
3591,167800258,19712434
3592,167893679,19714853
3593,167987132,19745275
3594,168080608,19761675
3595,168174107,19713090
3596,168267638,19722684
3597,168361192,19732073
3598,168454772,19774057
3599,168548378,19757944
3600,168642010,19780494
3601,168735668,19763602
3602,168829352,19825020
3603,168923062,19793942
3604,169016798,19844577
3605,169110560,19754500
3606,169204348,19823872
3607,169298162,19821699
3608,169392002,19788981
3609,169485868,19816533
3610,169579760,19845971
3611,169673675,19858927
3612,169767622,19870530
3613,169861592,19878976
3614,169955588,19877336
3615,170049610,19915753
3616,170143658,19960566
3617,170237732,19919033
3618,170331832,19931374
3619,170425955,19947077
3620,170520110,19922354
3621,170614288,19984756
3622,170708492,19925511
3623,170802719,19991685
3624,170896975,19993489
3625,170991260,19987626
3626,171085568,20031332
3627,171179902,20033218
3628,171274262,20000541
3629,171368648,20014891
3630,171463057,20014235
3631,171557498,20074710
3632,171651962,20069339
3633,171746452,20046830
3634,171840968,20067945
3635,171935510,20087789
3636,172030078,20099679
3637,172124672,20101565
3638,172219289,20091520
3639,172313935,20125468
3640,172408610,20102836
3641,172503308,20183934
3642,172598032,20137440
3643,172692782,20179383
3644,172787558,20169502
3645,172882360,20220383
3646,172977185,20189141
3647,173072042,20213618
3648,173166922,20205008
3649,173261828,20240842
3650,173356760,20223868
3651,173451718,20234774
3652,173546702,20237152
3653,173641712,20302629
3654,173736748,20296684
3655,173831807,20246541
3656,173926898,20264704
3657,174022012,20295823
3658,174117152,20304310
3659,174212318,20305253
3660,174307510,20287664
3661,174402728,20325589
3662,174497969,20335880
3663,174593242,20368147
3664,174688538,20345556
3665,174783860,20350353
3666,174879205,20354740
3667,174974582,20373559
3668,175069982,20380160
3669,175165408,20380611
3670,175260860,20438626
3671,175356335,20387745
3672,175451842,20468884
3673,175547372,20418618
3674,175642928,20437806
3675,175738510,20496805
3676,175834118,20473517
3677,175929752,20452279
3678,176025412,20485776
3679,176121098,20503242
3680,176216807,20492746
3681,176312548,20512672
3682,176408309,20514107
3683,176504099,20523209
3684,176599918,20547850
3685,176695760,20540470
